p0,7,1,9.25680224184802,48.7603417160544,0,30349599#1_0
p1,7,1,9.25680224184802,48.7603417160544,0,30349599#1_0
p3,8,1,9.32503531210751,48.7204468050913,0,-31155484#2_0
p0,7,2,9.25681601114538,48.7603237387468,2.2399383359123024,30349599#1_0
p1,7,2,9.25680224184802,48.7603417160544,0,30349599#1_0
p3,8,2,9.32502608415009,48.7204538846918,1.0330378591816407,-31155484#2_0
p0,7,3,9.25684382107747,48.7602874298273,4.524021696671844,30349599#1_0
p1,7,3,9.25680224184802,48.7603417160544,0,30349599#1_0
p3,8,3,9.32501646035153,48.7204612679748,1.0773505949720532,-31155484#2_0
p0,7,4,9.25688603030389,48.7602323209352,6.866460564185401,30349599#1_0
p1,7,4,9.25680224184802,48.7603417160544,0,30349599#1_0
p3,8,4,9.32500683259613,48.7204686542905,1.0777932327051336,-31155484#2_0
p0,7,5,9.25694415039202,48.7601564384009,9.454812675411814,30349599#1_0
p1,7,5,9.25681791682982,48.7603212506685,2.5499481527134775,30349599#1_0
p3,8,5,9.32499532106272,48.7204765048445,1.18569899326061,-31155484#2_0
p0,7,6,9.2570179664306,48.7600600626057,12.008226785878652,30349599#1_0
p1,7,6,9.25684621378059,48.7602843058879,4.603248691428453,30349599#1_0
p3,8,6,9.32498466785168,48.7204837222245,1.1147589372445363,-31155484#2_0
p0,7,7,9.25710448092454,48.7599471069061,14.07404125414323,30349599#1_0
p1,7,7,9.25688951490805,48.7602277713865,7.044088568743319,30349599#1_0
p3,8,7,9.32497333664115,48.7204913989349,1.185704896011959,-31155484#2_0
p0,7,8,9.25720532359367,48.7598176385777,16.188404120958875,30349599#1_0
p1,7,8,9.25694560191561,48.7601545432648,9.124078003037722,30349599#1_0
p3,8,8,9.32496187438474,48.7204991644232,1.199417250013548,-31155484#2_0
p0,7,9,9.25732211921121,48.7596724683443,18.277796902053524,30349599#1_0
p1,7,9,9.25701603409312,48.7600625855121,11.457747750878335,30349599#1_0
p3,8,9,9.3249503141316,48.7205069962991,1.209671311644682,-31155484#2_0
p0,7,10,9.25745243648577,48.7595104903405,20.39397731513018,30349599#1_0
p1,7,10,9.25709897646123,48.7599542937017,13.492930869534613,30349599#1_0
p3,8,10,9.32493969229105,48.7205141924132,1.1114749666763366,-31155484#2_0
p0,7,11,9.25759628656559,48.7593316903391,22.511943138646895,30349599#1_0
p1,7,11,9.25719534790407,48.7598300377417,15.52273410882801,30349599#1_0
p3,8,11,9.3249299110068,48.7205207322494,1.0118682160597656,-31155484#2_0
p0,7,12,9.2577465958684,48.7591448602275,23.522955272212904,30349599#1_0
p1,7,12,9.25730965222146,48.7596879641409,17.887913841530683,30349599#1_0
p3,8,12,9.32491885157114,48.7205280330968,1.1422044365854105,-31155484#2_0
p0,7,13,9.25790356016329,48.7589556306287,23.990476966620236,30349599#1_0
p1,7,13,9.25743997673514,48.7595259772531,20.395097677372398,30349599#1_0
p3,8,13,9.32490842590434,48.7205349155611,1.0767492922150994,-31155484#2_0
p0,7,14,9.25806156514844,48.7587661524188,24.051206034020332,30349599#1_0
p1,7,14,9.25758317542756,48.7593479870289,22.40998958816716,30349599#1_0
p3,8,14,9.32489691415378,48.7205425149961,1.1889182675721692,-31155484#2_0
p0,7,15,9.2582127028184,48.7585762559735,23.815196044155208,261563353_0
p1,7,15,9.25772423649012,48.7591726523876,22.07561411339754,30349599#1_0
p3,8,15,9.32488674197813,48.7205492301134,1.0505684566668285,-31155484#2_0
p0,7,16,9.2583552431177,48.7583839618643,23.78720892860442,261563353_1
p1,7,16,9.25786713995478,48.7589992844811,21.947896668538093,30349599#1_0
p3,8,16,9.32487643426929,48.7205560346996,1.0645658548228545,-31155484#2_0
p0,7,17,9.2584909737629,48.7581908053222,23.66947457696665,261563353_1
p1,7,17,9.25801284319412,48.7588246416922,22.170534762274116,30349599#1_0
p3,8,17,9.32486463269104,48.7205638254533,1.2188502610245358,-31155484#2_0
p0,7,18,9.25863043469702,48.7579965055342,23.896077992586697,261563353_1
p1,7,18,9.25816395242057,48.758649654388,22.326243290695935,261563353_0
p3,8,18,9.32485291602197,48.7205715601511,1.2100805885627244,-31155484#2_0
p0,7,19,9.25876217848568,48.7577981615289,24.079637083277383,261563353_1
p1,7,19,9.2583007873544,48.758465944622,22.74559243403339,261563353_1
